Order ID,Customer ID,Product ID,Category,Sub-Category,Segment,Ship Mode,Payment Mode,Return Status,Order Date,Region,Sales,Profit,Category.1,City,Country,Customer ID.1,Customer Name,Order ID.1,Payment Mode.1,Product ID.1,Product Name,Profit.1,Region.1,Return Status.1,Row ID,Sales.1,Segment.1,Ship Date,Ship Mode.1,State,Sub-Category.1,Order Date.1
ORD100023,CUST4822,PROD57890,Furniture,Chairs,Consumer,First Class,Online,Not Returned,2025-06-14,West,570.12,104.58,Furniture,Toronto,Canada,CUST4822,Eddie Haley,ORD100023,Online,PROD57890,Through Chairs,104.58,West,Not Returned,24,570.12,Consumer,2025-06-23,First Class,Bavaria,Chairs,2025-06-14
ORD100024,CUST5190,PROD35195,Clothing,Shoes,Consumer,First Class,Online,Returned,2021-12-04,West,407.05,-60.42,Clothing,Munich,India,CUST5190,Madison Oconnor,ORD100024,Online,PROD35195,Remember Shoes,-60.42,West,Returned,25,407.05,Consumer,2021-12-14,First Class,Bavaria,Shoes,2021-12-04
ORD100025,CUST1112,PROD61835,Electronics,Accessories,Corporate,Same Day,Card,Not Returned,2023-06-28,West,809.96,-41.34,Electronics,Munich,Germany,CUST1112,Tara Alexander,ORD100025,Card,PROD61835,World Accessories,-41.34,West,Not Returned,26,809.96,Corporate,2023-07-02,Same Day,Bavaria,Accessories,2023-06-28
ORD100026,CUST1941,PROD47523,Electronics,Accessories,Home Office,Standard,COD,Returned,2021-06-04,North,1164.32,350.87,Electronics,Toronto,Canada,CUST1941,Lorraine Turner,ORD100026,COD,PROD47523,When Accessories,350.87,North,Returned,27,1164.32,Home Office,2021-06-10,Standard,Texas,Accessories,2021-06-04
ORD100027,CUST6019,PROD79052,Clothing,Jackets,Home Office,Same Day,Card,Returned,2022-11-22,East,1815.71,324.4,Clothing,Houston,Germany,CUST6019,Vanessa Floyd,ORD100027,Card,PROD79052,When Jackets,324.4,East,Returned,28,1815.71,Home Office,2022-11-30,Same Day,New York,Jackets,2022-11-22
ORD100028,CUST7371,PROD59785,Electronics,Laptops,Consumer,Second Class,COD,Not Returned,2021-05-21,South,1720.28,-100.31,Electronics,Houston,Germany,CUST7371,Michelle Ramirez,ORD100028,COD,PROD59785,Character Laptops,-100.31,South,Not Returned,29,1720.28,Consumer,2021-05-23,Second Class,Texas,Laptops,2021-05-21
ORD100029,CUST8342,PROD70093,Furniture,Beds,Corporate,Same Day,Online,Not Returned,2025-01-10,West,1236.35,-209.81,Furniture,Mumbai,Germany,CUST8342,Douglas Cortez,ORD100029,Online,PROD70093,Treatment Beds,-209.81,West,Not Returned,30,1236.35,Corporate,2025-01-15,Same Day,Texas,Beds,2025-01-10
ORD100030,CUST3097,PROD73142,Electronics,Laptops,Home Office,First Class,COD,Not Returned,2023-03-30,East,812.55,0.96,Electronics,Los Angeles,India,CUST3097,Jackie Jones,ORD100030,COD,PROD73142,Group Laptops,0.96,East,Not Returned,31,812.55,Home Office,2023-04-01,First Class,Texas,Laptops,2023-03-30
ORD100031,CUST9352,PROD13068,Electronics,Accessories,Home Office,Second Class,Online,Not Returned,2021-04-17,North,224.63,36.93,Electronics,Los Angeles,Canada,CUST9352,Cameron Wiggins,ORD100031,Online,PROD13068,Spend Accessories,36.93,North,Not Returned,32,224.63,Home Office,2021-04-26,Second Class,California,Accessories,2021-04-17
ORD100032,CUST8963,PROD57173,Clothing,Pants,Home Office,Same Day,Online,Not Returned,2021-07-03,East,1735.46,-220.16,Clothing,Houston,Germany,CUST8963,Angela Taylor,ORD100032,Online,PROD57173,Room Pants,-220.16,East,Not Returned,33,1735.46,Home Office,2021-07-04,Same Day,Delhi,Pants,2021-07-03
ORD100033,CUST3559,PROD31790,Clothing,Pants,Home Office,Second Class,COD,Not Returned,2021-05-05,South,318.67,12.24,Clothing,Mumbai,Germany,CUST3559,Matthew Palmer,ORD100033,COD,PROD31790,Let Pants,12.24,South,Not Returned,34,318.67,Home Office,2021-05-15,Second Class,Texas,Pants,2021-05-05
ORD100034,CUST3883,PROD57137,Furniture,Sofas,Consumer,Standard,COD,Not Returned,2024-09-19,South,708.84,93.21,Furniture,Los Angeles,UK,CUST3883,Caroline Lane,ORD100034,COD,PROD57137,Play Sofas,93.21,South,Not Returned,35,708.84,Consumer,2024-09-24,Standard,Maharashtra,Sofas,2024-09-19
ORD100035,CUST3396,PROD56340,Electronics,Laptops,Home Office,Standard,COD,Returned,2023-02-25,North,726.74,151.35,Electronics,Mumbai,UK,CUST3396,Michael Christian,ORD100035,COD,PROD56340,Maintain Laptops,151.35,North,Returned,36,726.74,Home Office,2023-03-02,Standard,Ontario,Laptops,2023-02-25
ORD100036,CUST8313,PROD87584,Furniture,Beds,Home Office,Standard,Card,Not Returned,2022-10-29,West,512.59,182.76,Furniture,Munich,Germany,CUST8313,Dr. Christine Cole MD,ORD100036,Card,PROD87584,Prepare Beds,182.76,West,Not Returned,37,512.59,Home Office,2022-11-06,Standard,Bavaria,Beds,2022-10-29
ORD100037,CUST2468,PROD17237,Electronics,Mobiles,Corporate,Second Class,Online,Not Returned,2023-12-18,South,1769.06,540.75,Electronics,Mumbai,India,CUST2468,David Lopez,ORD100037,Online,PROD17237,Green Mobiles,540.75,South,Not Returned,38,1769.06,Corporate,2023-12-28,Second Class,Bavaria,Mobiles,2023-12-18
ORD100038,CUST5763,PROD37250,Electronics,Mobiles,Home Office,First Class,Online,Not Returned,2025-09-03,West,1541.67,370.3,Electronics,Mumbai,UK,CUST5763,Catherine Jones,ORD100038,Online,PROD37250,Likely Mobiles,370.3,West,Not Returned,39,1541.67,Home Office,2025-09-10,First Class,California,Mobiles,2025-09-03
ORD100039,CUST6951,PROD41185,Electronics,Accessories,Corporate,Same Day,COD,Not Returned,2020-12-20,East,1385.02,339.61,Electronics,Mumbai,UK,CUST6951,Wendy Russell,ORD100039,COD,PROD41185,Many Accessories,339.61,East,Not Returned,40,1385.02,Corporate,2020-12-22,Same Day,Maharashtra,Accessories,2020-12-20
ORD100040,CUST6863,PROD10769,Electronics,Laptops,Consumer,First Class,Online,Not Returned,2025-04-20,North,1569.51,-88.45,Electronics,Mumbai,India,CUST6863,Terri Ali,ORD100040,Online,PROD10769,According Laptops,-88.45,North,Not Returned,41,1569.51,Consumer,2025-04-25,First Class,Delhi,Laptops,2025-04-20
ORD100041,CUST4829,PROD96663,Clothing,Jackets,Consumer,First Class,COD,Not Returned,2024-09-19,South,1410.76,-262.63,Clothing,Los Angeles,USA,CUST4829,Mrs. Marcia Griffith,ORD100041,COD,PROD96663,Lot Jackets,-262.63,South,Not Returned,42,1410.76,Consumer,2024-09-29,First Class,New York,Jackets,2024-09-19
ORD100042,CUST7483,PROD10058,Electronics,Mobiles,Consumer,Second Class,COD,Returned,2024-06-20,West,1406.61,314.37,Electronics,Toronto,Canada,CUST7483,Bruce Campbell,ORD100042,COD,PROD10058,Wind Mobiles,314.37,West,Returned,43,1406.61,Consumer,2024-06-22,Second Class,Texas,Mobiles,2024-06-20
ORD100043,CUST6670,PROD58170,Clothing,Shirts,Corporate,Same Day,Online,Not Returned,2021-02-03,South,1697.42,-8.41,Clothing,Delhi,UK,CUST6670,Kristopher Turner,ORD100043,Online,PROD58170,Entire Shirts,-8.41,South,Not Returned,44,1697.42,Corporate,2021-02-06,Same Day,Texas,Shirts,2021-02-03
ORD100044,CUST3386,PROD20383,Furniture,Chairs,Consumer,First Class,COD,Not Returned,2022-08-15,East,1125.98,413.48,Furniture,Mumbai,USA,CUST3386,Crystal Ford,ORD100044,COD,PROD20383,Tend Chairs,413.48,East,Not Returned,45,1125.98,Consumer,2022-08-18,First Class,Ontario,Chairs,2022-08-15
ORD100045,CUST7843,PROD55582,Furniture,Tables,Consumer,First Class,Online,Returned,2023-05-09,West,1369.15,-178.76,Furniture,Delhi,USA,CUST7843,Catherine Reed,ORD100045,Online,PROD55582,Indeed Tables,-178.76,West,Returned,46,1369.15,Consumer,2023-05-16,First Class,Delhi,Tables,2023-05-09
ORD100046,CUST6612,PROD69140,Furniture,Tables,Corporate,Standard,Card,Not Returned,2025-09-01,South,1572.68,445.16,Furniture,Toronto,UK,CUST6612,Madison Harris,ORD100046,Card,PROD69140,Among Tables,445.16,South,Not Returned,47,1572.68,Corporate,2025-09-02,Standard,Bavaria,Tables,2025-09-01
ORD100047,CUST6551,PROD22559,Electronics,Accessories,Consumer,Second Class,COD,Returned,2024-02-22,East,727.56,34.94,Electronics,Mumbai,India,CUST6551,Robert Lloyd,ORD100047,COD,PROD22559,Level Accessories,34.94,East,Returned,48,727.56,Consumer,2024-03-03,Second Class,Bavaria,Accessories,2024-02-22
ORD100048,CUST7905,PROD57351,Furniture,Tables,Corporate,First Class,COD,Returned,2025-09-04,East,194.2,7.25,Furniture,Munich,UK,CUST7905,Sonya Weber,ORD100048,COD,PROD57351,Entire Tables,7.25,East,Returned,49,194.2,Corporate,2025-09-12,First Class,New York,Tables,2025-09-04
ORD100049,CUST2284,PROD98920,Electronics,Laptops,Home Office,Same Day,Card,Returned,2025-05-04,South,1747.45,208.68,Electronics,Mumbai,UK,CUST2284,Emily Love,ORD100049,Card,PROD98920,Rich Laptops,208.68,South,Returned,50,1747.45,Home Office,2025-05-14,Same Day,Maharashtra,Laptops,2025-05-04
ORD100050,CUST5182,PROD11481,Clothing,Jackets,Consumer,Same Day,Online,Not Returned,2023-10-26,West,1568.08,79.49,Clothing,Toronto,Canada,CUST5182,Sarah Hebert,ORD100050,Online,PROD11481,Company Jackets,79.49,West,Not Returned,51,1568.08,Consumer,2023-10-29,Same Day,Maharashtra,Jackets,2023-10-26
ORD100051,CUST9108,PROD94788,Furniture,Beds,Home Office,Second Class,Online,Not Returned,2024-01-22,South,1629.63,371.36,Furniture,Delhi,India,CUST9108,Sarah Pearson,ORD100051,Online,PROD94788,Debate Beds,371.36,South,Not Returned,52,1629.63,Home Office,2024-01-28,Second Class,New York,Beds,2024-01-22
ORD100052,CUST2305,PROD52676,Furniture,Beds,Corporate,Second Class,Online,Not Returned,2023-10-11,South,1847.5,322.51,Furniture,New York City,India,CUST2305,Allen Sutton,ORD100052,Online,PROD52676,Yard Beds,322.51,South,Not Returned,53,1847.5,Corporate,2023-10-20,Second Class,Maharashtra,Beds,2023-10-11
ORD100053,CUST1223,PROD42540,Furniture,Chairs,Consumer,Standard,COD,Not Returned,2020-12-16,East,447.76,-87.41,Furniture,Munich,India,CUST1223,Jenny Torres,ORD100053,COD,PROD42540,Hold Chairs,-87.41,East,Not Returned,54,447.76,Consumer,2020-12-20,Standard,California,Chairs,2020-12-16
ORD100054,CUST5135,PROD24838,Clothing,Shoes,Consumer,Same Day,Online,Not Returned,2021-04-30,West,81.48,-5.82,Clothing,Munich,Germany,CUST5135,Nicole Roberts,ORD100054,Online,PROD24838,Realize Shoes,-5.82,West,Not Returned,55,81.48,Consumer,2021-05-05,Same Day,Bavaria,Shoes,2021-04-30
ORD100055,CUST7051,PROD23469,Electronics,Accessories,Home Office,First Class,Online,Not Returned,2021-10-16,East,1546.42,522.94,Electronics,New York City,India,CUST7051,Lisa Ramirez,ORD100055,Online,PROD23469,Hope Accessories,522.94,East,Not Returned,56,1546.42,Home Office,2021-10-17,First Class,Maharashtra,Accessories,2021-10-16
ORD100056,CUST5081,PROD44058,Clothing,Pants,Corporate,First Class,Online,Returned,2022-05-18,North,1759.09,441.23,Clothing,Munich,Canada,CUST5081,Diana Boyd,ORD100056,Online,PROD44058,Movie Pants,441.23,North,Returned,57,1759.09,Corporate,2022-05-21,First Class,Bavaria,Pants,2022-05-18
ORD100057,CUST4887,PROD32640,Electronics,Cameras,Corporate,First Class,Card,Not Returned,2024-11-11,East,303.75,-55.67,Electronics,Toronto,Canada,CUST4887,Brandon Hodges,ORD100057,Card,PROD32640,Allow Cameras,-55.67,East,Not Returned,58,303.75,Corporate,2024-11-15,First Class,California,Cameras,2024-11-11
ORD100058,CUST6120,PROD72064,Electronics,Cameras,Home Office,Standard,Card,Not Returned,2023-01-07,South,1082.29,193.58,Electronics,Los Angeles,Germany,CUST6120,James Moran,ORD100058,Card,PROD72064,World Cameras,193.58,South,Not Returned,59,1082.29,Home Office,2023-01-17,Standard,New York,Cameras,2023-01-07
ORD100059,CUST9984,PROD67452,Furniture,Sofas,Home Office,Same Day,Online,Returned,2024-07-01,West,1009.07,-2.45,Furniture,New York City,Germany,CUST9984,John Soto,ORD100059,Online,PROD67452,Week Sofas,-2.45,West,Returned,60,1009.07,Home Office,2024-07-05,Same Day,California,Sofas,2024-07-01
ORD100060,CUST1945,PROD29114,Electronics,Cameras,Consumer,Same Day,Online,Not Returned,2023-02-02,East,612.57,-119.89,Electronics,Mumbai,USA,CUST1945,James Martinez,ORD100060,Online,PROD29114,Travel Cameras,-119.89,East,Not Returned,61,612.57,Consumer,2023-02-04,Same Day,Texas,Cameras,2023-02-02
ORD100061,CUST4783,PROD87566,Furniture,Chairs,Corporate,Same Day,COD,Not Returned,2025-03-25,East,1008.6,-77.34,Furniture,Toronto,Canada,CUST4783,Jacqueline Watts,ORD100061,COD,PROD87566,Ball Chairs,-77.34,East,Not Returned,62,1008.6,Corporate,2025-03-30,Same Day,Ontario,Chairs,2025-03-25
ORD100062,CUST7191,PROD30998,Electronics,Laptops,Consumer,Same Day,Online,Returned,2025-06-28,South,971.56,14.48,Electronics,Munich,India,CUST7191,Brandon Dean,ORD100062,Online,PROD30998,No Laptops,14.48,South,Returned,63,971.56,Consumer,2025-07-01,Same Day,Maharashtra,Laptops,2025-06-28
ORD100063,CUST3257,PROD95253,Electronics,Cameras,Consumer,Standard,Online,Not Returned,2023-08-28,West,1623.53,-129.11,Electronics,Mumbai,USA,CUST3257,Claudia Evans,ORD100063,Online,PROD95253,Wide Cameras,-129.11,West,Not Returned,64,1623.53,Consumer,2023-09-06,Standard,Ontario,Cameras,2023-08-28
ORD100064,CUST6636,PROD92955,Clothing,Shoes,Home Office,Second Class,Online,Returned,2025-01-10,South,1212.89,207.47,Clothing,Munich,Germany,CUST6636,Tina Kline,ORD100064,Online,PROD92955,Kid Shoes,207.47,South,Returned,65,1212.89,Home Office,2025-01-19,Second Class,Texas,Shoes,2025-01-10
ORD100065,CUST3962,PROD85637,Electronics,Accessories,Corporate,Same Day,COD,Returned,2023-08-23,West,50.5,1.51,Electronics,Mumbai,India,CUST3962,Susan Chavez,ORD100065,COD,PROD85637,Summer Accessories,1.51,West,Returned,66,50.5,Corporate,2023-08-29,Same Day,New York,Accessories,2023-08-23
ORD100066,CUST2867,PROD33871,Furniture,Tables,Corporate,First Class,COD,Not Returned,2022-04-06,East,117.57,-2.1,Furniture,New York City,USA,CUST2867,Jeffrey Greer,ORD100066,COD,PROD33871,Across Tables,-2.1,East,Not Returned,67,117.57,Corporate,2022-04-13,First Class,Bavaria,Tables,2022-04-06
ORD100067,CUST2635,PROD21651,Electronics,Accessories,Home Office,Second Class,COD,Not Returned,2022-10-19,West,110.61,38.39,Electronics,Houston,Germany,CUST2635,Robert Dixon,ORD100067,COD,PROD21651,Something Accessories,38.39,West,Not Returned,68,110.61,Home Office,2022-10-27,Second Class,Bavaria,Accessories,2022-10-19
ORD100068,CUST3965,PROD23089,Electronics,Laptops,Home Office,First Class,Card,Returned,2021-07-18,East,1700.99,396.58,Electronics,Toronto,Canada,CUST3965,Mr. Paul Boyle,ORD100068,Card,PROD23089,Include Laptops,396.58,East,Returned,69,1700.99,Home Office,2021-07-27,First Class,Texas,Laptops,2021-07-18
ORD100069,CUST4943,PROD89904,Electronics,Mobiles,Consumer,First Class,COD,Not Returned,2022-01-13,South,1496.68,20.45,Electronics,New York City,Germany,CUST4943,Rebecca Blair,ORD100069,COD,PROD89904,Just Mobiles,20.45,South,Not Returned,70,1496.68,Consumer,2022-01-17,First Class,Bavaria,Mobiles,2022-01-13
ORD100070,CUST4325,PROD22578,Clothing,Jackets,Home Office,Standard,Card,Not Returned,2025-02-16,East,596.29,83.11,Clothing,Los Angeles,India,CUST4325,Leah Robinson,ORD100070,Card,PROD22578,Discover Jackets,83.11,East,Not Returned,71,596.29,Home Office,2025-02-21,Standard,Texas,Jackets,2025-02-16
ORD100071,CUST7843,PROD59216,Furniture,Tables,Home Office,Second Class,Online,Not Returned,2025-07-30,South,1891.12,-262.24,Furniture,Mumbai,Canada,CUST7843,Melanie Blankenship,ORD100071,Online,PROD59216,Age Tables,-262.24,South,Not Returned,72,1891.12,Home Office,2025-08-01,Second Class,New York,Tables,2025-07-30
ORD100072,CUST2488,PROD76580,Electronics,Mobiles,Home Office,First Class,Card,Not Returned,2023-07-25,East,1046.11,407.66,Electronics,New York City,UK,CUST2488,Kevin Hunter,ORD100072,Card,PROD76580,Her Mobiles,407.66,East,Not Returned,73,1046.11,Home Office,2023-08-01,First Class,Delhi,Mobiles,2023-07-25
ORD100073,CUST8410,PROD73252,Electronics,Laptops,Home Office,Standard,COD,Not Returned,2024-01-15,East,1714.97,233.85,Electronics,Toronto,Canada,CUST8410,Ronald Taylor,ORD100073,COD,PROD73252,Forget Laptops,233.85,East,Not Returned,74,1714.97,Home Office,2024-01-19,Standard,New York,Laptops,2024-01-15
ORD100074,CUST4529,PROD41647,Electronics,Mobiles,Home Office,Standard,Online,Not Returned,2020-11-26,West,1089.73,-148.17,Electronics,Toronto,USA,CUST4529,Erik Herrera,ORD100074,Online,PROD41647,Arm Mobiles,-148.17,West,Not Returned,75,1089.73,Home Office,2020-12-06,Standard,New York,Mobiles,2020-11-26
ORD100075,CUST3317,PROD82544,Clothing,Jackets,Consumer,First Class,COD,Not Returned,2022-04-10,South,696.17,-63.93,Clothing,Munich,USA,CUST3317,Richard Perry,ORD100075,COD,PROD82544,Page Jackets,-63.93,South,Not Returned,76,696.17,Consumer,2022-04-20,First Class,California,Jackets,2022-04-10
ORD100076,CUST5754,PROD11645,Furniture,Tables,Home Office,First Class,COD,Returned,2022-01-20,East,504.21,170.07,Furniture,Houston,Canada,CUST5754,David Miller,ORD100076,COD,PROD11645,Modern Tables,170.07,East,Returned,77,504.21,Home Office,2022-01-27,First Class,Texas,Tables,2022-01-20
ORD100077,CUST7222,PROD72324,Electronics,Cameras,Home Office,Second Class,COD,Returned,2025-07-27,South,787.12,-81.67,Electronics,Delhi,India,CUST7222,Whitney White,ORD100077,COD,PROD72324,American Cameras,-81.67,South,Returned,78,787.12,Home Office,2025-07-30,Second Class,Maharashtra,Cameras,2025-07-27
ORD100078,CUST7525,PROD84945,Electronics,Mobiles,Corporate,Same Day,Online,Not Returned,2022-11-17,West,1273.64,-104.19,Electronics,Mumbai,India,CUST7525,Thomas Williams,ORD100078,Online,PROD84945,Beyond Mobiles,-104.19,West,Not Returned,79,1273.64,Corporate,2022-11-19,Same Day,Texas,Mobiles,2022-11-17
ORD100079,CUST2887,PROD76006,Clothing,Shoes,Corporate,Second Class,Online,Returned,2021-06-04,North,407.94,149.76,Clothing,Los Angeles,Germany,CUST2887,Connor Lane,ORD100079,Online,PROD76006,Happen Shoes,149.76,North,Returned,80,407.94,Corporate,2021-06-12,Second Class,Delhi,Shoes,2021-06-04
ORD100080,CUST7682,PROD36530,Electronics,Accessories,Home Office,Second Class,COD,Not Returned,2023-04-09,West,1745.63,-174.08,Electronics,Houston,UK,CUST7682,James Warren,ORD100080,COD,PROD36530,Spring Accessories,-174.08,West,Not Returned,81,1745.63,Home Office,2023-04-10,Second Class,Ontario,Accessories,2023-04-09
ORD100081,CUST3829,PROD30533,Electronics,Laptops,Consumer,Same Day,COD,Returned,2021-03-15,South,727.52,-110.24,Electronics,New York City,USA,CUST3829,Alexis Kelley,ORD100081,COD,PROD30533,Fill Laptops,-110.24,South,Returned,82,727.52,Consumer,2021-03-19,Same Day,Texas,Laptops,2021-03-15
